Time Step,Cluster,Dyad Count
0,0,3
0,1,3
0,2,5
0,3,5
0,4,6
0,5,4
0,6,10
1,0,3
1,1,5
1,2,8
1,3,4
1,4,7
1,5,6
1,6,3
2,0,4
2,1,6
2,2,6
2,3,6
2,4,8
2,5,2
2,6,4
3,0,5
3,1,5
3,2,11
3,3,4
3,4,6
3,5,3
3,6,2
4,0,4
4,1,4
4,2,9
4,3,3
4,4,5
4,5,4
4,6,7
5,0,5
5,1,5
5,2,6
5,3,4
5,4,10
5,5,4
5,6,2
6,0,7
6,1,3
6,2,15
6,3,4
6,4,4
6,5,0
6,6,3
7,0,2
7,1,6
7,2,11
7,3,8
7,4,4
7,5,4
7,6,1
8,0,2
8,1,7
8,2,10
8,3,3
8,4,5
8,5,7
8,6,2
9,0,5
9,1,7
9,2,7
9,3,3
9,4,12
9,5,1
9,6,1
10,0,3
10,1,6
10,2,5
10,3,6
10,4,6
10,5,4
10,6,6
11,0,1
11,1,4
11,2,10
11,3,7
11,4,9
11,5,2
11,6,3
12,0,6
12,1,12
12,2,7
12,3,3
12,4,2
12,5,3
12,6,3
13,0,2
13,1,7
13,2,7
13,3,6
13,4,4
13,5,6
13,6,4
14,0,3
14,1,2
14,2,13
14,3,5
14,4,4
14,5,4
14,6,5
15,0,7
15,1,4
15,2,8
15,3,7
15,4,3
15,5,6
15,6,1
16,0,2
16,1,4
16,2,6
16,3,4
16,4,6
16,5,5
16,6,9
17,0,4
17,1,2
17,2,6
17,3,5
17,4,3
17,5,4
17,6,12
18,0,3
18,1,2
18,2,11
18,3,4
18,4,3
18,5,8
18,6,5
19,0,0
19,1,8
19,2,10
19,3,1
19,4,4
19,5,5
19,6,8
20,0,4
20,1,6
20,2,13
20,3,4
20,4,4
20,5,3
20,6,2
21,0,4
21,1,8
21,2,8
21,3,4
21,4,2
21,5,5
21,6,5
22,0,2
22,1,3
22,2,10
22,3,8
22,4,6
22,5,4
22,6,3
23,0,4
23,1,4
23,2,9
23,3,1
23,4,6
23,5,4
23,6,8
24,0,3
24,1,8
24,2,6
24,3,4
24,4,6
24,5,4
24,6,5
25,0,5
25,1,4
25,2,7
25,3,6
25,4,4
25,5,2
25,6,8
26,0,2
26,1,5
26,2,3
26,3,6
26,4,7
26,5,8
26,6,5
27,0,6
27,1,5
27,2,6
27,3,6
27,4,2
27,5,3
27,6,8
28,0,7
28,1,5
28,2,3
28,3,2
28,4,5
28,5,7
28,6,7
29,0,4
29,1,2
29,2,9
29,3,9
29,4,5
29,5,2
29,6,5
30,0,8
30,1,4
30,2,8
30,3,3
30,4,3
30,5,5
30,6,5
31,0,2
31,1,6
31,2,11
31,3,5
31,4,5
31,5,4
31,6,3
32,0,5
32,1,3
32,2,7
32,3,6
32,4,6
32,5,6
32,6,3
33,0,6
33,1,5
33,2,5
33,3,3
33,4,4
33,5,7
33,6,6
34,0,6
34,1,3
34,2,5
34,3,3
34,4,9
34,5,6
34,6,4
35,0,0
35,1,5
35,2,12
35,3,6
35,4,4
35,5,3
35,6,6
36,0,3
36,1,5
36,2,9
36,3,2
36,4,5
36,5,9
36,6,3
37,0,3
37,1,6
37,2,5
37,3,10
37,4,1
37,5,3
37,6,8
38,0,1
38,1,8
38,2,6
38,3,6
38,4,5
38,5,3
38,6,7
39,0,3
39,1,5
39,2,2
39,3,3
39,4,7
39,5,7
39,6,9
40,0,6
40,1,7
40,2,7
40,3,3
40,4,4
40,5,5
40,6,4
41,0,1
41,1,7
41,2,7
41,3,4
41,4,8
41,5,4
41,6,5
42,0,4
42,1,8
42,2,4
42,3,6
42,4,5
42,5,6
42,6,3
43,0,3
43,1,7
43,2,6
43,3,2
43,4,4
43,5,9
43,6,5
44,0,5
44,1,6
44,2,4
44,3,3
44,4,7
44,5,4
44,6,7
45,0,4
45,1,3
45,2,8
45,3,7
45,4,3
45,5,2
45,6,9
46,0,3
46,1,5
46,2,7
46,3,6
46,4,5
46,5,3
46,6,7
47,0,6
47,1,5
47,2,10
47,3,2
47,4,2
47,5,8
47,6,3
48,0,5
48,1,6
48,2,7
48,3,4
48,4,4
48,5,5
