Time Step,Cluster,Dyad Count
0,0,10
0,1,8
0,2,8
0,3,10
1,0,11
1,1,9
1,2,7
1,3,9
2,0,9
2,1,9
2,2,10
2,3,8
3,0,6
3,1,11
3,2,9
3,3,10
4,0,8
4,1,14
4,2,5
4,3,9
5,0,8
5,1,11
5,2,8
5,3,9
6,0,10
6,1,14
6,2,5
6,3,7
7,0,11
7,1,16
7,2,4
7,3,5
8,0,9
8,1,17
8,2,6
8,3,4
9,0,1
9,1,13
9,2,13
9,3,9
10,0,11
10,1,8
10,2,6
10,3,11
11,0,12
11,1,10
11,2,7
11,3,7
12,0,8
12,1,14
12,2,4
12,3,10
13,0,10
13,1,11
13,2,4
13,3,11
14,0,12
14,1,12
14,2,4
14,3,8
15,0,11
15,1,9
15,2,3
15,3,13
16,0,6
16,1,13
16,2,7
16,3,10
17,0,13
17,1,13
17,2,2
17,3,8
18,0,10
18,1,12
18,2,6
18,3,8
19,0,9
19,1,12
19,2,6
19,3,9
20,0,7
20,1,13
20,2,7
20,3,9
21,0,13
21,1,14
21,2,3
21,3,6
22,0,8
22,1,12
22,2,7
22,3,9
23,0,7
23,1,15
23,2,7
23,3,7
24,0,7
24,1,10
24,2,7
24,3,12
25,0,15
25,1,6
25,2,3
25,3,12
26,0,9
26,1,10
26,2,6
26,3,11
27,0,12
27,1,10
27,2,3
27,3,11
28,0,12
28,1,9
28,2,4
28,3,11
29,0,9
29,1,10
29,2,7
29,3,10
30,0,7
30,1,9
30,2,4
30,3,16
31,0,11
31,1,10
31,2,5
31,3,10
32,0,7
32,1,8
32,2,8
32,3,13
33,0,9
33,1,11
33,2,8
33,3,8
34,0,10
34,1,8
34,2,10
34,3,8
35,0,8
35,1,12
35,2,7
35,3,9
36,0,13
36,1,7
36,2,8
36,3,8
37,0,10
37,1,7
37,2,6
37,3,13
38,0,11
38,1,12
38,2,6
38,3,7
39,0,10
39,1,7
39,2,10
39,3,9
40,0,8
40,1,11
40,2,7
40,3,10
41,0,15
41,1,9
41,2,7
41,3,5
42,0,6
42,1,7
42,2,6
42,3,17
43,0,8
43,1,9
43,2,8
43,3,11
44,0,12
44,1,11
44,2,4
44,3,9
45,0,14
45,1,10
45,2,3
45,3,9
46,0,9
46,1,8
46,2,5
46,3,14
47,0,11
47,1,13
47,2,4
47,3,8
48,0,4
48,1,13
48,2,5
48,3,14
49,0,10
49,1,12
49,2,5
49,3,9
50,0,14
50,1,10
50,2,6
50,3,6
51,0,13
51,1,6
51,2,6
51,3,11
52,0,10
52,1,17
52,2,3
52,3,6
53,0,10
53,1,7
53,2,9
53,3,10
54,0,8
54,1,10
54,2,9
54,3,9
55,0,10
55,1,10
55,2,4
55,3,12
56,0,12
56,1,9
56,2,8
56,3,7
57,0,7
57,1,12
57,2,6
57,3,11
58,0,10
58,1,10
58,2,5
58,3,11
59,0,10
59,1,5
59,2,7
59,3,14
60,0,7
60,1,13
60,2,4
60,3,12
61,0,9
61,1,13
61,2,4
61,3,10
62,0,14
62,1,4
62,2,4
62,3,14
63,0,11
63,1,9
63,2,5
63,3,11
64,0,15
64,1,10
64,2,5
64,3,6
65,0,12
65,1,10
65,2,5
65,3,9
66,0,8
66,1,11
66,2,4
66,3,13
67,0,8
67,1,13
67,2,8
67,3,7
68,0,11
68,1,7
68,2,5
68,3,13
69,0,11
69,1,8
69,2,7
69,3,10
70,0,11
70,1,7
70,2,6
70,3,12
71,0,6
71,1,11
71,2,3
71,3,16
72,0,8
72,1,9
72,2,7
72,3,12
73,0,15
73,1,4
73,2,5
73,3,12
74,0,8
74,1,11
74,2,6
74,3,11
75,0,7
75,1,12
75,2,10
75,3,7
76,0,12
76,1,13
76,2,3
76,3,8
77,0,12
77,1,6
77,2,8
77,3,10
78,0,11
78,1,5
78,2,6
78,3,14
79,0,8
79,1,15
79,2,6
79,3,7
80,0,9
80,1,10
80,2,4
80,3,13
81,0,9
81,1,9
81,2,8
81,3,10
82,0,11
82,1,12
82,2,3
82,3,10
83,0,13
83,1,7
83,2,6
83,3,10
84,0,8
84,1,6
84,2,10
84,3,12
85,0,4
85,1,12
85,2,14
85,3,6
