Time Step,Cluster,Dyad Count
0,0,14
0,1,13
0,2,9
1,0,14
1,1,15
1,2,7
2,0,11
2,1,12
2,2,13
3,0,14
3,1,11
3,2,11
4,0,15
4,1,13
4,2,8
5,0,12
5,1,14
5,2,10
6,0,18
6,1,12
6,2,6
7,0,18
7,1,10
7,2,8
8,0,21
8,1,7
8,2,8
9,0,11
9,1,10
9,2,15
10,0,12
10,1,18
10,2,6
11,0,12
11,1,15
11,2,9
12,0,11
12,1,18
12,2,7
13,0,13
13,1,17
13,2,6
14,0,15
14,1,16
14,2,5
15,0,12
15,1,20
15,2,4
16,0,13
16,1,15
16,2,8
17,0,12
17,1,22
17,2,2
18,0,14
18,1,16
18,2,6
19,0,17
19,1,13
19,2,6
20,0,15
20,1,15
20,2,6
21,0,18
21,1,15
21,2,3
22,0,21
22,1,8
22,2,7
23,0,17
23,1,11
23,2,8
24,0,12
24,1,16
24,2,8
25,0,11
25,1,20
25,2,5
26,0,15
26,1,12
26,2,9
27,0,13
27,1,19
27,2,4
28,0,17
28,1,13
28,2,6
29,0,12
29,1,17
29,2,7
30,0,17
30,1,14
30,2,5
31,0,14
31,1,14
31,2,8
32,0,16
32,1,13
32,2,7
33,0,16
33,1,13
33,2,7
34,0,11
34,1,11
34,2,14
35,0,16
35,1,13
35,2,7
36,0,15
36,1,11
36,2,10
37,0,8
37,1,21
37,2,7
38,0,11
38,1,17
38,2,8
39,0,12
39,1,13
39,2,11
40,0,15
40,1,12
40,2,9
41,0,10
41,1,17
41,2,9
42,0,12
42,1,17
42,2,7
43,0,16
43,1,13
43,2,7
44,0,11
44,1,20
44,2,5
45,0,14
45,1,17
45,2,5
46,0,12
46,1,19
46,2,5
47,0,19
47,1,13
47,2,4
48,0,15
48,1,17
48,2,4
49,0,16
49,1,14
49,2,6
50,0,13
50,1,13
50,2,10
51,0,13
51,1,17
51,2,6
52,0,22
52,1,10
52,2,4
53,0,7
53,1,18
53,2,11
54,0,13
54,1,11
54,2,12
55,0,16
55,1,12
55,2,8
56,0,14
56,1,14
56,2,8
57,0,17
57,1,11
57,2,8
58,0,13
58,1,15
58,2,8
59,0,11
59,1,16
59,2,9
60,0,13
60,1,20
60,2,3
61,0,14
61,1,18
61,2,4
62,0,8
62,1,24
62,2,4
63,0,13
63,1,16
63,2,7
64,0,12
64,1,15
64,2,9
65,0,14
65,1,19
65,2,3
66,0,13
66,1,18
66,2,5
67,0,19
67,1,9
67,2,8
68,0,10
68,1,20
68,2,6
69,0,13
69,1,16
69,2,7
70,0,11
70,1,17
70,2,8
71,0,15
71,1,17
71,2,4
72,0,11
72,1,18
72,2,7
73,0,8
73,1,22
73,2,6
74,0,16
74,1,14
74,2,6
75,0,13
75,1,14
75,2,9
76,0,17
76,1,12
76,2,7
77,0,8
77,1,19
77,2,9
78,0,9
78,1,17
78,2,10
79,0,13
79,1,16
79,2,7
80,0,14
80,1,16
80,2,6
81,0,17
81,1,11
81,2,8
82,0,13
82,1,18
82,2,5
83,0,11
83,1,17
83,2,8
84,0,13
84,1,12
84,2,11
85,0,11
85,1,10
85,2,15
86,0,11
86,1,15
86,2,10
87,0,13
87,1,17
87,2,6
88,0,14
88,1,17
88,2,5
89,0,12
89,1,20
89,2,4
90,0,12
90,1,17
90,2,7
91,0,12
91,1,18
91,2,6
92,0,11
92,1,18
92,2,7
93,0,10
93,1,19
93,2,7
94,0,16
94,1,15
94,2,5
95,0,13
95,1,17
95,2,6
96,0,13
96,1,13
96,2,10
97,0,11
97,1,17
97,2,8
98,0,10
98,1,20
98,2,6
99,0,14
99,1,16
99,2,6
100,0,13
100,1,15
100,2,8
101,0,8
101,1,12
101,2,16
102,0,12
102,1,17
102,2,7
103,0,14
103,1,16
103,2,6
104,0,15
104,1,17
104,2,4
105,0,15
105,1,16
105,2,5
106,0,13
106,1,19
106,2,4
107,0,14
107,1,18
107,2,4
108,0,12
108,1,16
108,2,8
109,0,11
109,1,14
109,2,11
110,0,9
110,1,17
110,2,10
111,0,11
111,1,17
111,2,8
112,0,14
112,1,13
112,2,9
113,0,18
113,1,15
113,2,3
114,0,9
114,1,20
114,2,7
115,0,13
115,1,18
115,2,5
116,0,14
116,1,19
116,2,3
117,0,18
117,1,11
117,2,7
118,0,14
118,1,15
118,2,7
119,0,11
119,1,18
119,2,7
120,0,12
120,1,20
120,2,4
121,0,12
121,1,15
121,2,9
122,0,8
122,1,24
122,2,4
123,0,16
123,1,12
123,2,8
124,0,15
124,1,16
124,2,5
125,0,12
125,1,17
125,2,7
126,0,13
126,1,15
126,2,8
127,0,11
127,1,16
127,2,9
