Time Step,Cluster,Dyad Count
0,0,12
0,1,4
0,2,2
0,3,6
0,4,8
0,5,2
0,6,2
1,0,3
1,1,5
1,2,7
1,3,5
1,4,5
1,5,4
1,6,7
2,0,3
2,1,5
2,2,5
2,3,6
2,4,7
2,5,2
2,6,8
3,0,7
3,1,2
3,2,3
3,3,7
3,4,8
3,5,2
3,6,7
4,0,5
4,1,5
4,2,9
4,3,4
4,4,2
4,5,3
4,6,8
5,0,4
5,1,0
5,2,5
5,3,4
5,4,8
5,5,5
5,6,10
6,0,5
6,1,5
6,2,6
6,3,3
6,4,3
6,5,3
6,6,11
7,0,4
7,1,6
7,2,7
7,3,2
7,4,3
7,5,2
7,6,12
8,0,6
8,1,1
8,2,5
8,3,4
8,4,5
8,5,2
8,6,13
9,0,5
9,1,5
9,2,4
9,3,5
9,4,9
9,5,2
9,6,6
10,0,6
10,1,5
10,2,6
10,3,9
10,4,3
10,5,2
10,6,5
11,0,4
11,1,5
11,2,4
11,3,6
11,4,7
11,5,2
11,6,8
12,0,4
12,1,2
12,2,7
12,3,7
12,4,3
12,5,4
12,6,9
13,0,9
13,1,5
13,2,3
13,3,5
13,4,3
13,5,5
13,6,6
14,0,4
14,1,7
14,2,4
14,3,5
14,4,3
14,5,5
14,6,8
15,0,6
15,1,6
15,2,4
15,3,9
15,4,2
15,5,4
15,6,5
16,0,8
16,1,5
16,2,4
16,3,5
16,4,6
16,5,3
16,6,5
17,0,11
17,1,5
17,2,2
17,3,6
17,4,2
17,5,3
17,6,7
18,0,7
18,1,5
18,2,7
18,3,5
18,4,4
18,5,4
18,6,4
19,0,10
19,1,4
19,2,5
19,3,5
19,4,5
19,5,2
19,6,5
20,0,7
20,1,8
20,2,5
20,3,4
20,4,4
20,5,2
20,6,6
21,0,10
21,1,6
21,2,3
21,3,4
21,4,2
21,5,2
21,6,9
22,0,8
22,1,4
22,2,6
22,3,5
22,4,3
22,5,4
22,6,6
23,0,2
23,1,9
23,2,4
23,3,2
23,4,4
23,5,6
23,6,9
24,0,3
24,1,6
24,2,4
24,3,7
24,4,5
24,5,6
24,6,5
25,0,7
25,1,7
25,2,5
25,3,8
25,4,3
25,5,3
25,6,3
26,0,5
26,1,4
26,2,4
26,3,5
26,4,5
26,5,4
26,6,9
27,0,5
27,1,9
27,2,3
27,3,4
27,4,2
27,5,5
27,6,8
28,0,6
28,1,8
28,2,3
28,3,3
28,4,3
28,5,7
28,6,6
29,0,6
29,1,7
29,2,4
29,3,4
29,4,6
29,5,5
29,6,4
30,0,6
30,1,6
30,2,2
30,3,6
30,4,2
30,5,6
30,6,8
31,0,7
31,1,3
31,2,7
31,3,7
31,4,4
31,5,3
31,6,5
32,0,2
32,1,7
32,2,1
32,3,8
32,4,6
32,5,5
32,6,7
33,0,3
33,1,6
33,2,8
33,3,5
33,4,3
33,5,4
33,6,7
34,0,6
34,1,5
34,2,5
34,3,3
34,4,9
34,5,2
34,6,6
35,0,9
35,1,3
35,2,3
35,3,6
35,4,5
35,5,2
35,6,8
36,0,9
36,1,3
36,2,6
36,3,3
36,4,5
36,5,6
36,6,4
37,0,2
37,1,5
37,2,7
37,3,6
37,4,4
37,5,5
37,6,7
38,0,4
38,1,8
38,2,5
38,3,3
38,4,4
38,5,4
38,6,8
39,0,4
39,1,4
39,2,3
39,3,5
39,4,8
39,5,6
39,6,6
40,0,5
40,1,2
40,2,8
40,3,3
40,4,4
40,5,8
40,6,6
41,0,6
41,1,9
41,2,8
41,3,2
41,4,4
41,5,3
41,6,4
42,0,5
42,1,4
42,2,3
42,3,11
42,4,6
42,5,4
42,6,3
43,0,5
43,1,6
43,2,4
43,3,6
43,4,4
43,5,4
43,6,7
44,0,6
44,1,10
44,2,4
44,3,6
44,4,3
44,5,1
44,6,6
45,0,7
45,1,7
45,2,5
45,3,5
45,4,3
45,5,3
45,6,6
46,0,6
46,1,5
46,2,8
46,3,9
46,4,3
46,5,3
46,6,2
47,0,11
47,1,3
47,2,6
47,3,4
47,4,2
47,5,3
47,6,7
48,0,2
48,1,3
48,2,5
48,3,8
48,4,1
48,5,9
48,6,8
49,0,4
49,1,10
49,2,4
49,3,5
49,4,3
49,5,3
49,6,7
50,0,8
50,1,7
50,2,9
50,3,6
50,4,1
50,5,1
50,6,4
51,0,4
51,1,5
51,2,7
51,3,6
51,4,4
51,5,6
51,6,4
52,0,8
52,1,9
52,2,4
52,3,2
52,4,2
52,5,3
52,6,8
53,0,3
53,1,7
53,2,7
53,3,5
53,4,7
53,5,4
53,6,3
54,0,2
54,1,5
54,2,7
54,3,5
54,4,7
54,5,4
54,6,6
55,0,3
55,1,2
55,2,7
55,3,8
55,4,4
55,5,4
55,6,8
56,0,6
56,1,5
56,2,5
56,3,5
56,4,5
56,5,4
56,6,6
57,0,5
57,1,5
57,2,4
57,3,6
57,4,4
57,5,4
57,6,8
58,0,5
58,1,4
58,2,9
58,3,7
58,4,3
58,5,3
58,6,5
59,0,4
59,1,4
59,2,5
59,3,7
59,4,5
59,5,8
59,6,3
60,0,9
60,1,7
60,2,4
60,3,9
60,4,1
60,5,1
60,6,5
61,0,7
61,1,7
61,2,3
61,3,5
61,4,3
61,5,5
61,6,6
62,0,2
62,1,8
62,2,4
62,3,12
62,4,3
62,5,5
62,6,2
63,0,8
63,1,4
63,2,4
63,3,8
63,4,4
63,5,3
63,6,5
64,0,4
64,1,8
64,2,8
64,3,4
64,4,5
64,5,2
64,6,5
65,0,5
65,1,5
65,2,6
65,3,7
65,4,2
65,5,4
65,6,7
66,0,3
66,1,7
66,2,4
66,3,7
66,4,4
66,5,2
66,6,9
67,0,10
67,1,6
67,2,4
67,3,2
67,4,4
67,5,3
67,6,7
68,0,4
68,1,10
68,2,1
68,3,8
68,4,5
68,5,5
68,6,3
69,0,7
69,1,5
69,2,4
69,3,7
69,4,4
69,5,2
69,6,7
70,0,6
70,1,6
70,2,3
70,3,7
70,4,6
70,5,5
70,6,3
71,0,2
71,1,4
71,2,3
71,3,8
71,4,2
71,5,9
71,6,8
72,0,2
72,1,7
72,2,5
72,3,7
72,4,4
72,5,5
72,6,6
73,0,5
73,1,4
73,2,10
73,3,7
73,4,3
73,5,5
73,6,2
74,0,8
74,1,5
74,2,5
74,3,5
74,4,4
74,5,3
74,6,6
75,0,5
75,1,4
75,2,8
75,3,6
75,4,6
75,5,2
75,6,5
76,0,6
76,1,4
76,2,9
76,3,3
76,4,0
76,5,4
76,6,10
77,0,4
77,1,5
77,2,7
77,3,4
77,4,7
77,5,5
77,6,4
78,0,6
78,1,4
78,2,6
78,3,4
78,4,5
78,5,6
78,6,5
79,0,8
79,1,3
79,2,7
79,3,2
79,4,3
79,5,5
79,6,8
80,0,6
80,1,6
80,2,5
80,3,8
80,4,2
80,5,2
80,6,7
81,0,5
81,1,3
81,2,7
81,3,3
81,4,5
81,5,8
81,6,5
82,0,7
82,1,3
82,2,5
82,3,8
82,4,1
82,5,3
82,6,9
83,0,8
83,1,3
83,2,7
83,3,7
83,4,5
83,5,5
83,6,1
84,0,9
84,1,2
84,2,6
84,3,7
84,4,7
84,5,5
84,6,0
85,0,8
85,1,1
85,2,8
85,3,4
85,4,10
85,5,2
85,6,3
86,0,6
86,1,3
86,2,10
86,3,6
86,4,3
86,5,2
86,6,6
87,0,7
87,1,5
87,2,6
87,3,5
87,4,5
87,5,6
87,6,2
88,0,7
88,1,7
88,2,5
88,3,5
88,4,2
88,5,3
88,6,7
89,0,3
89,1,4
89,2,5
89,3,8
89,4,3
89,5,7
89,6,6
90,0,4
90,1,5
90,2,7
90,3,8
90,4,2
90,5,7
90,6,3
91,0,5
91,1,6
91,2,3
91,3,8
91,4,5
91,5,3
91,6,6
92,0,5
92,1,9
92,2,6
92,3,6
92,4,4
92,5,0
92,6,6
93,0,4
93,1,7
93,2,8
93,3,7
93,4,4
93,5,3
93,6,3
94,0,10
94,1,2
94,2,5
94,3,6
94,4,3
94,5,3
94,6,7
95,0,5
95,1,6
95,2,5
95,3,8
95,4,3
95,5,2
95,6,7
96,0,6
96,1,4
96,2,9
96,3,2
96,4,5
96,5,6
96,6,4
97,0,4
97,1,5
97,2,7
97,3,5
97,4,4
97,5,7
97,6,4
98,0,5
98,1,3
98,2,8
98,3,7
98,4,2
98,5,5
98,6,6
99,0,6
99,1,9
99,2,3
99,3,9
99,4,1
99,5,3
99,6,5
100,0,7
100,1,6
100,2,5
100,3,5
100,4,2
100,5,5
100,6,6
101,0,4
101,1,3
101,2,9
101,3,7
101,4,5
101,5,6
101,6,2
102,0,5
102,1,8
102,2,1
102,3,3
102,4,6
102,5,10
102,6,3
103,0,7
103,1,5
103,2,2
103,3,4
103,4,7
103,5,4
103,6,7
104,0,5
104,1,3
104,2,5
104,3,7
104,4,2
104,5,4
104,6,10
105,0,10
105,1,5
105,2,4
105,3,2
105,4,5
105,5,5
105,6,5
106,0,6
106,1,7
106,2,5
106,3,5
106,4,2
106,5,3
106,6,8
107,0,3
107,1,6
107,2,4
107,3,9
107,4,3
107,5,4
107,6,7
108,0,6
108,1,8
108,2,5
108,3,6
108,4,5
108,5,0
108,6,6
109,0,2
109,1,7
109,2,6
109,3,3
109,4,6
109,5,5
109,6,7
110,0,5
110,1,6
110,2,7
110,3,2
110,4,5
110,5,5
110,6,6
111,0,5
111,1,3
111,2,9
111,3,8
111,4,4
111,5,5
111,6,2
112,0,5
112,1,2
112,2,8
112,3,6
112,4,3
112,5,5
112,6,7
113,0,7
113,1,5
113,2,3
113,3,6
113,4,3
113,5,6
113,6,6
114,0,4
114,1,9
114,2,2
114,3,6
114,4,5
114,5,3
114,6,7
115,0,7
115,1,6
115,2,2
115,3,6
115,4,3
115,5,8
115,6,4
116,0,5
116,1,6
116,2,4
116,3,7
116,4,2
116,5,4
116,6,8
117,0,1
117,1,9
117,2,2
117,3,1
117,4,5
117,5,9
117,6,9
118,0,8
118,1,3
118,2,6
118,3,9
118,4,3
118,5,3
118,6,4
119,0,3
119,1,4
119,2,8
119,3,7
119,4,5
119,5,4
119,6,5
120,0,4
120,1,5
120,2,5
120,3,8
120,4,3
120,5,6
120,6,5
121,0,4
121,1,6
121,2,7
121,3,5
121,4,6
121,5,3
121,6,5
122,0,4
122,1,6
122,2,5
122,3,9
122,4,3
122,5,4
122,6,5
123,0,4
123,1,4
123,2,4
123,3,5
123,4,4
123,5,4
123,6,11
124,0,5
124,1,7
124,2,3
124,3,6
124,4,4
124,5,2
124,6,9
125,0,8
125,1,7
125,2,5
125,3,3
125,4,3
125,5,4
125,6,6
126,0,4
126,1,6
126,2,1
126,3,7
126,4,6
126,5,6
126,6,6
127,0,7
127,1,7
127,2,5
127,3,5
127,4,3
127,5,6
127,6,3
