Time Step,Cluster,Dyad Count
0,0,5
0,1,11
0,2,8
0,3,6
0,4,6
1,0,5
1,1,5
1,2,10
1,3,8
1,4,8
2,0,9
2,1,4
2,2,9
2,3,5
2,4,9
3,0,7
3,1,2
3,2,12
3,3,8
3,4,7
4,0,6
4,1,9
4,2,12
4,3,3
4,4,6
5,0,4
5,1,3
5,2,10
5,3,9
5,4,10
6,0,10
6,1,5
6,2,14
6,3,3
6,4,4
7,0,6
7,1,4
7,2,13
7,3,8
7,4,5
8,0,5
8,1,5
8,2,12
8,3,8
8,4,6
9,0,8
9,1,1
9,2,9
9,3,3
9,4,15
10,0,9
10,1,10
10,2,9
10,3,3
10,4,5
11,0,6
11,1,4
11,2,10
11,3,7
11,4,9
12,0,14
12,1,7
12,2,7
12,3,4
12,4,4
13,0,9
13,1,3
13,2,10
13,3,9
13,4,5
14,0,3
14,1,6
14,2,13
14,3,8
14,4,6
15,0,8
15,1,3
15,2,10
15,3,11
15,4,4
16,0,1
16,1,11
16,2,7
16,3,10
16,4,7
17,0,6
17,1,14
17,2,8
17,3,5
17,4,3
18,0,3
18,1,6
18,2,12
18,3,9
18,4,6
19,0,7
19,1,10
19,2,10
19,3,5
19,4,4
20,0,10
20,1,4
20,2,12
20,3,6
20,4,4
21,0,10
21,1,7
21,2,10
21,3,7
21,4,2
22,0,8
22,1,3
22,2,12
22,3,7
22,4,6
23,0,7
23,1,10
23,2,8
23,3,5
23,4,6
24,0,9
24,1,5
24,2,6
24,3,7
24,4,9
25,0,8
25,1,8
25,2,7
25,3,9
25,4,4
26,0,6
26,1,5
26,2,7
26,3,10
26,4,8
27,0,9
27,1,7
27,2,7
27,3,9
27,4,4
28,0,9
28,1,7
28,2,5
28,3,10
28,4,5
29,0,3
29,1,8
29,2,9
29,3,9
29,4,7
30,0,9
30,1,7
30,2,10
30,3,5
30,4,5
31,0,7
31,1,4
31,2,12
31,3,6
31,4,7
32,0,8
32,1,4
32,2,9
32,3,9
32,4,6
33,0,9
33,1,8
33,2,7
33,3,7
33,4,5
34,0,5
34,1,4
34,2,7
34,3,9
34,4,11
35,0,6
35,1,4
35,2,17
35,3,6
35,4,3
36,0,6
36,1,6
36,2,11
36,3,8
36,4,5
37,0,9
37,1,11
37,2,6
37,3,8
37,4,2
38,0,8
38,1,9
38,2,9
38,3,5
38,4,5
39,0,4
39,1,12
39,2,5
39,3,6
39,4,9
40,0,11
40,1,5
40,2,9
40,3,6
40,4,5
41,0,5
41,1,8
41,2,9
41,3,6
41,4,8
42,0,9
42,1,5
42,2,9
42,3,7
42,4,6
43,0,6
43,1,8
43,2,7
43,3,9
43,4,6
44,0,8
44,1,6
44,2,5
44,3,9
44,4,8
45,0,4
45,1,12
45,2,9
45,3,7
45,4,4
46,0,7
46,1,9
46,2,8
46,3,6
46,4,6
47,0,7
47,1,3
47,2,11
47,3,11
47,4,4
48,0,7
48,1,8
48,2,7
48,3,10
48,4,4
49,0,7
49,1,8
49,2,9
49,3,8
49,4,4
50,0,9
50,1,10
50,2,5
50,3,8
50,4,4
51,0,5
51,1,6
51,2,8
51,3,9
51,4,8
52,0,4
52,1,10
52,2,12
52,3,6
52,4,4
53,0,5
53,1,8
53,2,6
53,3,8
53,4,9
54,0,7
54,1,5
54,2,8
54,3,7
54,4,9
55,0,6
55,1,6
55,2,11
55,3,7
55,4,6
56,0,6
56,1,8
56,2,12
56,3,7
56,4,3
57,0,4
57,1,3
57,2,11
57,3,9
57,4,9
58,0,10
58,1,6
58,2,10
58,3,6
58,4,4
59,0,9
59,1,8
59,2,3
59,3,8
59,4,8
60,0,7
60,1,12
60,2,5
60,3,9
60,4,3
61,0,11
61,1,6
61,2,4
61,3,10
61,4,5
62,0,9
62,1,6
62,2,6
62,3,11
62,4,4
63,0,9
63,1,5
63,2,9
63,3,8
63,4,5
64,0,12
64,1,5
64,2,10
64,3,2
64,4,7
65,0,11
65,1,7
65,2,11
65,3,4
65,4,3
66,0,7
66,1,6
66,2,12
66,3,7
66,4,4
67,0,8
67,1,4
67,2,9
67,3,10
67,4,5
68,0,7
68,1,9
68,2,9
68,3,4
68,4,7
69,0,10
69,1,4
69,2,9
69,3,7
69,4,6
70,0,6
70,1,3
70,2,5
70,3,15
70,4,7
71,0,6
71,1,7
71,2,11
71,3,9
71,4,3
72,0,6
72,1,9
72,2,7
72,3,8
72,4,6
73,0,13
73,1,2
73,2,9
73,3,4
73,4,8
74,0,6
74,1,9
74,2,10
74,3,6
74,4,5
75,0,5
75,1,5
75,2,9
75,3,9
75,4,8
76,0,8
76,1,11
76,2,9
76,3,4
76,4,4
77,0,6
77,1,7
77,2,5
77,3,12
77,4,6
78,0,8
78,1,7
78,2,8
78,3,7
78,4,6
79,0,6
79,1,12
79,2,6
79,3,7
79,4,5
80,0,9
80,1,5
80,2,7
80,3,11
80,4,4
81,0,5
81,1,6
81,2,7
81,3,10
81,4,8
82,0,6
82,1,7
82,2,11
82,3,5
82,4,7
83,0,5
83,1,9
83,2,8
83,3,7
83,4,7
84,0,2
84,1,7
84,2,10
84,3,8
84,4,9
85,0,6
85,1,2
85,2,9
85,3,6
85,4,13
86,0,11
86,1,6
86,2,5
86,3,7
86,4,7
87,0,5
87,1,4
87,2,11
87,3,9
87,4,7
88,0,9
88,1,6
88,2,8
88,3,7
88,4,6
89,0,6
89,1,8
89,2,8
89,3,10
89,4,4
90,0,6
90,1,7
90,2,9
90,3,7
90,4,7
91,0,6
91,1,6
91,2,9
91,3,8
91,4,7
92,0,8
92,1,10
92,2,6
92,3,7
92,4,5
93,0,8
93,1,6
93,2,8
93,3,7
93,4,7
94,0,5
94,1,7
94,2,9
94,3,11
94,4,4
95,0,5
95,1,12
95,2,8
95,3,5
95,4,6
96,0,7
96,1,1
96,2,6
96,3,13
96,4,9
97,0,4
97,1,5
97,2,8
97,3,9
97,4,10
98,0,6
98,1,6
98,2,6
98,3,13
98,4,5
99,0,10
99,1,1
99,2,12
99,3,5
99,4,8
100,0,9
100,1,6
100,2,7
100,3,6
100,4,8
101,0,6
101,1,7
101,2,4
101,3,7
101,4,12
102,0,8
102,1,8
102,2,6
102,3,9
102,4,5
103,0,4
103,1,9
103,2,10
103,3,5
103,4,8
104,0,12
104,1,8
104,2,6
104,3,7
104,4,3
105,0,8
105,1,9
105,2,5
105,3,9
105,4,5
106,0,6
106,1,9
106,2,8
106,3,5
106,4,8
107,0,7
107,1,7
107,2,11
107,3,7
107,4,4
108,0,8
108,1,5
108,2,10
108,3,8
108,4,5
109,0,6
109,1,7
109,2,7
109,3,6
109,4,10
110,0,11
110,1,7
110,2,4
110,3,8
110,4,6
111,0,6
111,1,7
111,2,6
111,3,9
111,4,8
112,0,8
112,1,7
112,2,11
112,3,6
112,4,4
113,0,5
113,1,8
113,2,10
113,3,8
113,4,5
114,0,6
114,1,11
114,2,6
114,3,6
114,4,7
115,0,6
115,1,4
115,2,8
115,3,13
115,4,5
116,0,2
116,1,9
116,2,11
116,3,10
116,4,4
117,0,6
117,1,7
117,2,8
117,3,10
117,4,5
118,0,12
118,1,3
118,2,4
118,3,10
118,4,7
119,0,5
119,1,9
119,2,10
119,3,6
119,4,6
120,0,13
120,1,6
120,2,8
120,3,6
120,4,3
121,0,12
121,1,5
121,2,9
121,3,5
121,4,5
122,0,16
122,1,5
122,2,5
122,3,6
122,4,4
123,0,13
123,1,7
123,2,7
123,3,6
123,4,3
124,0,9
124,1,4
124,2,11
124,3,7
124,4,5
125,0,9
125,1,7
125,2,8
