Time Step,Cluster,Dyad Count
0,0,9
0,1,5
0,2,7
0,3,7
0,4,8
1,0,5
1,1,9
1,2,8
1,3,9
1,4,5
2,0,3
2,1,8
2,2,8
2,3,8
2,4,9
3,0,5
3,1,9
3,2,4
3,3,11
3,4,7
4,0,5
4,1,11
4,2,8
4,3,7
4,4,5
5,0,4
5,1,11
5,2,5
5,3,9
5,4,7
6,0,6
6,1,12
6,2,6
6,3,7
6,4,5
7,0,3
7,1,14
7,2,10
7,3,5
7,4,4
8,0,8
8,1,14
8,2,5
8,3,4
8,4,5
9,0,5
9,1,9
9,2,1
9,3,8
9,4,13
10,0,6
10,1,8
10,2,8
10,3,10
10,4,4
11,0,6
11,1,11
11,2,6
11,3,6
11,4,7
12,0,7
12,1,11
12,2,5
12,3,9
12,4,4
13,0,8
13,1,9
13,2,4
13,3,11
13,4,4
14,0,4
14,1,11
14,2,11
14,3,7
14,4,3
15,0,6
15,1,7
15,2,8
15,3,12
15,4,3
16,0,8
16,1,8
16,2,5
16,3,9
16,4,6
17,0,9
17,1,10
17,2,7
17,3,8
17,4,2
18,0,9
18,1,8
18,2,9
18,3,6
18,4,4
19,0,12
19,1,6
19,2,4
19,3,8
19,4,6
20,0,9
20,1,7
20,2,8
20,3,6
20,4,6
21,0,12
21,1,10
21,2,6
21,3,7
21,4,1
22,0,8
22,1,8
22,2,5
22,3,8
22,4,7
23,0,2
23,1,13
23,2,10
23,3,6
23,4,5
24,0,4
24,1,8
24,2,9
24,3,10
24,4,5
25,0,7
25,1,4
25,2,10
25,3,12
25,4,3
26,0,5
26,1,10
26,2,6
26,3,9
26,4,6
27,0,5
27,1,8
27,2,11
27,3,10
27,4,2
28,0,8
28,1,8
28,2,7
28,3,10
28,4,3
29,0,6
29,1,9
29,2,6
29,3,8
29,4,7
30,0,8
30,1,9
30,2,6
30,3,11
30,4,2
31,0,10
31,1,6
31,2,6
31,3,11
31,4,3
32,0,3
32,1,10
32,2,7
32,3,10
32,4,6
33,0,6
33,1,7
33,2,11
33,3,7
33,4,5
34,0,6
34,1,7
34,2,7
34,3,6
34,4,10
35,0,9
35,1,9
35,2,4
35,3,8
35,4,6
36,0,10
36,1,6
36,2,4
36,3,8
36,4,8
37,0,1
37,1,9
37,2,10
37,3,11
37,4,5
38,0,4
38,1,10
38,2,10
38,3,7
38,4,5
39,0,7
39,1,6
39,2,6
39,3,9
39,4,8
40,0,6
40,1,9
40,2,5
40,3,9
40,4,7
41,0,8
41,1,7
41,2,11
41,3,5
41,4,5
42,0,4
42,1,6
42,2,5
42,3,15
42,4,6
43,0,6
43,1,9
43,2,5
43,3,9
43,4,7
44,0,7
44,1,9
44,2,10
44,3,7
44,4,3
45,0,9
45,1,6
45,2,9
45,3,8
45,4,4
46,0,7
46,1,7
46,2,8
46,3,10
46,4,4
47,0,12
47,1,8
47,2,5
47,3,8
47,4,3
48,0,4
48,1,11
48,2,5
48,3,13
48,4,3
49,0,4
49,1,10
49,2,12
49,3,7
49,4,3
50,0,9
50,1,5
50,2,13
50,3,7
50,4,2
51,0,7
51,1,6
51,2,7
51,3,10
51,4,6
52,0,7
52,1,13
52,2,10
52,3,3
52,4,3
53,0,2
53,1,6
53,2,11
53,3,9
53,4,8
54,0,6
54,1,8
54,2,7
54,3,7
54,4,8
55,0,3
55,1,8
55,2,10
55,3,12
55,4,3
56,0,6
56,1,7
56,2,9
56,3,8
56,4,6
57,0,5
57,1,12
57,2,6
57,3,8
57,4,5
58,0,7
58,1,8
58,2,8
58,3,10
58,4,3
59,0,6
59,1,4
59,2,8
59,3,13
59,4,5
60,0,8
60,1,8
60,2,9
60,3,8
60,4,3
61,0,7
61,1,10
61,2,6
61,3,9
61,4,4
62,0,4
62,1,4
62,2,11
62,3,14
62,4,3
63,0,8
63,1,6
63,2,8
63,3,10
63,4,4
64,0,8
64,1,8
64,2,10
64,3,5
64,4,5
65,0,7
65,1,9
65,2,10
65,3,7
65,4,3
66,0,3
66,1,9
66,2,9
66,3,11
66,4,4
67,0,10
67,1,10
67,2,4
67,3,5
67,4,7
68,0,6
68,1,5
68,2,8
68,3,12
68,4,5
69,0,8
69,1,8
69,2,7
69,3,9
69,4,4
70,0,6
70,1,6
70,2,7
70,3,11
70,4,6
71,0,3
71,1,12
71,2,4
71,3,14
71,4,3
72,0,2
72,1,10
72,2,6
72,3,11
72,4,7
73,0,6
73,1,4
73,2,10
73,3,11
73,4,5
74,0,9
74,1,9
74,2,4
74,3,9
74,4,5
75,0,4
75,1,11
75,2,5
75,3,7
75,4,9
76,0,7
76,1,12
76,2,7
76,3,8
76,4,2
77,0,6
77,1,5
77,2,7
77,3,10
77,4,8
78,0,6
78,1,6
78,2,6
78,3,12
78,4,6
79,0,9
79,1,9
79,2,6
79,3,7
79,4,5
80,0,7
80,1,8
80,2,9
80,3,9
80,4,3
81,0,7
81,1,7
81,2,5
81,3,9
81,4,8
82,0,9
82,1,9
82,2,5
82,3,10
82,4,3
83,0,8
83,1,3
83,2,9
83,3,11
83,4,5
84,0,11
84,1,0
84,2,4
84,3,12
84,4,9
85,0,9
85,1,4
85,2,6
85,3,6
85,4,11
86,0,7
86,1,8
86,2,8
86,3,7
86,4,6
87,0,8
87,1,4
87,2,8
87,3,10
87,4,6
88,0,10
88,1,8
88,2,6
88,3,9
88,4,3
89,0,4
89,1,8
89,2,8
89,3,11
89,4,5
90,0,5
90,1,4
90,2,12
90,3,11
90,4,4
91,0,7
91,1,7
91,2,7
91,3,9
91,4,6
92,0,5
92,1,8
92,2,12
92,3,7
92,4,4
93,0,5
93,1,7
93,2,11
93,3,9
93,4,4
94,0,11
94,1,8
94,2,5
94,3,9
94,4,3
95,0,5
95,1,11
95,2,8
95,3,8
95,4,4
96,0,4
96,1,7
96,2,10
96,3,8
96,4,7
97,0,4
97,1,7
97,2,10
97,3,10
97,4,5
98,0,8
98,1,6
98,2,8
98,3,10
98,4,4
99,0,6
99,1,6
99,2,8
99,3,12
99,4,4
100,0,8
100,1,7
100,2,10
100,3,8
100,4,3
101,0,5
101,1,5
101,2,6
101,3,12
101,4,8
102,0,5
102,1,8
102,2,5
102,3,11
102,4,7
103,0,5
103,1,9
103,2,7
103,3,8
103,4,7
104,0,5
104,1,13
104,2,5
104,3,10
104,4,3
105,0,10
105,1,7
105,2,6
105,3,7
105,4,6
106,0,7
106,1,10
106,2,8
106,3,8
106,4,3
107,0,6
107,1,7
107,2,8
107,3,12
107,4,3
108,0,9
108,1,7
108,2,7
108,3,7
108,4,6
109,0,4
109,1,9
109,2,9
109,3,7
109,4,7
110,0,7
110,1,8
110,2,7
110,3,7
110,4,7
111,0,5
111,1,4
111,2,9
111,3,13
111,4,5
112,0,8
112,1,9
112,2,5
112,3,9
112,4,5
113,0,7
113,1,13
113,2,4
113,3,8
113,4,4
114,0,4
114,1,10
114,2,6
114,3,12
114,4,4
115,0,7
115,1,9
115,2,4
115,3,12
115,4,4
116,0,5
116,1,8
116,2,10
116,3,11
116,4,2
117,0,1
117,1,15
117,2,5
117,3,9
117,4,6
118,0,7
118,1,6
118,2,7
118,3,12
118,4,4
119,0,5
119,1,9
119,2,8
119,3,8
119,4,6
120,0,3
120,1,6
120,2,9
120,3,15
120,4,3
121,0,4
121,1,8
121,2,8
121,3,10
121,4,6
122,0,4
122,1,6
122,2,11
122,3,10
122,4,5
123,0,4
123,1,14
123,2,5
123,3,7
123,4,6
124,0,5
124,1,10
124,2,5
124,3,11
124,4,5
125,0,7
125,1,11
125,2,7
125,3,6
125,4,5
126,0,5
126,1,9
126,2,4
126,3,11
126,4,7
127,0,9
127,1,4
127,2,8
127,3,11
127,4,4
