Time Step,Cluster,Dyad Count
0,0,5
0,1,10
0,2,1
0,3,6
0,4,14
1,0,2
1,1,8
1,2,5
1,3,8
1,4,13
2,0,7
2,1,7
2,2,5
2,3,3
2,4,14
3,0,7
3,1,4
3,2,11
3,3,6
3,4,8
4,0,2
4,1,8
4,2,7
4,3,8
4,4,11
5,0,7
5,1,5
5,2,5
5,3,7
5,4,12
6,0,11
6,1,7
6,2,7
6,3,4
6,4,7
7,0,6
7,1,7
7,2,6
7,3,3
7,4,14
8,0,6
8,1,2
8,2,7
8,3,5
8,4,16
9,0,7
9,1,3
9,2,10
9,3,10
9,4,6
10,0,6
10,1,5
10,2,6
10,3,8
10,4,11
11,0,10
11,1,4
11,2,5
11,3,11
11,4,6
12,0,8
12,1,3
12,2,5
12,3,10
12,4,10
13,0,5
13,1,11
13,2,6
13,3,6
13,4,8
14,0,10
14,1,6
14,2,1
14,3,5
14,4,14
15,0,7
15,1,14
15,2,6
15,3,5
15,4,4
16,0,10
16,1,6
16,2,6
16,3,7
16,4,7
17,0,10
17,1,6
17,2,6
17,3,9
17,4,5
18,0,5
18,1,7
18,2,7
18,3,11
18,4,6
19,0,6
19,1,9
19,2,7
19,3,7
19,4,7
20,0,6
20,1,3
20,2,9
20,3,9
20,4,9
21,0,5
21,1,7
21,2,7
21,3,8
21,4,9
22,0,11
22,1,9
22,2,7
22,3,6
22,4,3
23,0,5
23,1,6
23,2,5
23,3,8
23,4,12
24,0,12
24,1,6
24,2,4
24,3,3
24,4,11
25,0,9
25,1,4
25,2,8
25,3,6
25,4,9
26,0,9
26,1,9
26,2,2
26,3,6
26,4,10
27,0,9
27,1,5
27,2,3
27,3,11
27,4,8
28,0,11
28,1,10
28,2,8
28,3,3
28,4,4
29,0,13
29,1,5
29,2,5
29,3,7
29,4,6
30,0,12
30,1,3
30,2,6
30,3,9
30,4,6
31,0,8
31,1,7
31,2,6
31,3,7
31,4,8
