Time Step,Cluster,Dyad Count
0,0,5
0,1,11
0,2,4
0,3,6
0,4,3
0,5,3
0,6,2
0,7,2
1,0,2
1,1,7
1,2,2
1,3,2
1,4,7
1,5,7
1,6,7
1,7,2
2,0,2
2,1,9
2,2,7
2,3,3
2,4,3
2,5,5
2,6,4
2,7,3
3,0,4
3,1,5
3,2,2
3,3,3
3,4,5
3,5,3
3,6,8
3,7,6
4,0,8
4,1,4
4,2,3
4,3,5
4,4,2
4,5,6
4,6,6
4,7,2
5,0,7
5,1,9
5,2,2
5,3,2
5,4,6
5,5,5
5,6,3
5,7,2
6,0,4
6,1,5
6,2,2
6,3,2
6,4,8
6,5,3
6,6,7
6,7,5
7,0,3
7,1,10
7,2,5
7,3,7
7,4,4
7,5,1
7,6,4
7,7,2
8,0,3
8,1,11
8,2,4
8,3,6
8,4,5
8,5,1
8,6,3
8,7,3
9,0,1
9,1,4
9,2,2
9,3,5
9,4,6
9,5,4
9,6,7
9,7,7
10,0,2
10,1,7
10,2,7
10,3,4
10,4,1
10,5,5
10,6,5
10,7,5
11,0,5
11,1,4
11,2,4
11,3,7
11,4,4
11,5,4
11,6,3
11,7,5
12,0,2
12,1,5
12,2,9
12,3,5
12,4,5
12,5,3
12,6,4
12,7,3
13,0,3
13,1,6
13,2,5
13,3,5
13,4,5
13,5,6
13,6,5
13,7,1
14,0,7
14,1,11
14,2,2
14,3,2
14,4,2
14,5,7
14,6,1
14,7,4
15,0,7
15,1,6
15,2,2
15,3,6
15,4,0
15,5,4
15,6,3
15,7,8
16,0,8
16,1,4
16,2,5
16,3,8
16,4,2
16,5,0
16,6,5
16,7,4
17,0,2
17,1,4
17,2,3
17,3,7
17,4,2
17,5,5
17,6,8
17,7,5
18,0,4
18,1,6
18,2,3
18,3,5
18,4,5
18,5,2
18,6,6
18,7,5
19,0,1
19,1,2
19,2,10
19,3,3
19,4,5
19,5,3
19,6,5
19,7,7
20,0,3
20,1,5
20,2,5
20,3,3
20,4,2
20,5,4
20,6,7
20,7,7
21,0,4
21,1,5
21,2,6
21,3,0
21,4,2
21,5,4
21,6,6
21,7,9
22,0,2
22,1,5
22,2,2
22,3,6
22,4,7
22,5,4
22,6,7
22,7,3
23,0,4
23,1,6
23,2,4
23,3,4
23,4,5
23,5,4
23,6,4
23,7,5
24,0,2
24,1,10
24,2,4
24,3,3
24,4,5
24,5,6
24,6,4
24,7,2
25,0,2
25,1,5
25,2,3
25,3,5
25,4,7
25,5,2
25,6,4
25,7,8
26,0,7
26,1,5
26,2,4
26,3,8
26,4,6
26,5,2
26,6,1
26,7,3
27,0,4
27,1,6
27,2,6
27,3,4
27,4,6
27,5,2
27,6,5
27,7,3
28,0,3
28,1,5
28,2,1
28,3,6
28,4,8
28,5,2
28,6,8
28,7,3
29,0,4
29,1,1
29,2,4
29,3,9
29,4,5
29,5,7
29,6,4
29,7,2
30,0,3
30,1,5
30,2,3
30,3,9
30,4,4
30,5,4
30,6,6
30,7,2
31,0,4
31,1,2
31,2,10
31,3,4
31,4,3
31,5,7
31,6,5
31,7,1
