Time Step,Cluster,Dyad Count
0,0,10
0,1,5
0,2,19
0,3,2
1,0,10
1,1,5
1,2,14
1,3,7
2,0,9
2,1,8
2,2,15
2,3,4
3,0,8
3,1,5
3,2,9
3,3,14
4,0,8
4,1,7
4,2,12
4,3,9
5,0,8
5,1,5
5,2,17
5,3,6
6,0,15
6,1,3
6,2,10
6,3,8
7,0,7
7,1,6
7,2,15
7,3,8
8,0,4
8,1,10
8,2,14
8,3,8
9,0,9
9,1,5
9,2,9
9,3,13
10,0,9
10,1,7
10,2,14
10,3,6
11,0,11
11,1,11
11,2,10
11,3,4
12,0,6
12,1,14
12,2,12
12,3,4
13,0,8
13,1,10
13,2,12
13,3,6
14,0,7
14,1,7
14,2,19
14,3,3
15,0,14
15,1,5
15,2,12
15,3,5
16,0,13
16,1,7
16,2,10
16,3,6
17,0,9
17,1,11
17,2,8
17,3,8
18,0,8
18,1,9
18,2,9
18,3,10
19,0,9
19,1,13
19,2,7
19,3,7
20,0,7
20,1,9
20,2,10
20,3,10
21,0,9
21,1,8
21,2,11
21,3,8
22,0,11
22,1,7
22,2,8
22,3,10
23,0,9
23,1,10
23,2,11
23,3,6
24,0,15
24,1,4
24,2,12
24,3,5
25,0,9
25,1,7
25,2,11
25,3,9
26,0,12
26,1,10
26,2,11
26,3,3
27,0,10
27,1,12
27,2,8
27,3,6
28,0,15
28,1,6
28,2,6
28,3,9
29,0,10
29,1,8
29,2,9
29,3,9
30,0,11
30,1,10
30,2,7
30,3,8
31,0,10
31,1,9
31,2,11
31,3,6
