Time Step,Cluster,Dyad Count
0,0,23
0,1,13
1,0,20
1,1,16
2,0,19
2,1,17
3,0,20
3,1,16
4,0,22
4,1,14
5,0,18
5,1,18
6,0,23
6,1,13
7,0,23
7,1,13
8,0,21
8,1,15
9,0,16
9,1,20
10,0,21
10,1,15
11,0,20
11,1,16
12,0,19
12,1,17
13,0,24
13,1,12
14,0,26
14,1,10
15,0,19
15,1,17
16,0,20
16,1,16
17,0,29
17,1,7
18,0,23
18,1,13
19,0,24
19,1,12
20,0,21
20,1,15
21,0,27
21,1,9
22,0,23
22,1,13
23,0,24
23,1,12
24,0,20
24,1,16
25,0,19
25,1,17
26,0,22
26,1,14
27,0,20
27,1,16
28,0,25
28,1,11
29,0,22
29,1,14
30,0,22
30,1,14
31,0,21
31,1,15
32,0,23
32,1,13
33,0,19
33,1,17
34,0,18
34,1,18
35,0,25
35,1,11
36,0,22
36,1,14
37,0,18
37,1,18
38,0,21
38,1,15
39,0,18
39,1,18
40,0,19
40,1,17
41,0,21
41,1,15
42,0,16
42,1,20
43,0,23
43,1,13
44,0,22
44,1,14
45,0,20
45,1,16
46,0,22
46,1,14
47,0,24
47,1,12
48,0,21
48,1,15
49,0,22
49,1,14
50,0,21
50,1,15
51,0,20
51,1,16
52,0,27
52,1,9
53,0,16
53,1,20
54,0,18
54,1,18
55,0,21
55,1,15
56,0,23
56,1,13
57,0,21
57,1,15
58,0,20
58,1,16
59,0,19
59,1,17
60,0,23
60,1,13
61,0,23
61,1,13
62,0,16
62,1,20
63,0,21
63,1,15
64,0,21
64,1,15
65,0,26
65,1,10
66,0,18
66,1,18
67,0,24
67,1,12
68,0,18
68,1,18
69,0,21
69,1,15
70,0,18
70,1,18
71,0,28
71,1,8
72,0,20
72,1,16
73,0,19
73,1,17
74,0,22
74,1,14
75,0,20
75,1,16
76,0,22
76,1,14
77,0,19
77,1,17
78,0,15
78,1,21
79,0,25
79,1,11
80,0,23
80,1,13
81,0,21
81,1,15
82,0,20
82,1,16
83,0,18
83,1,18
84,0,19
84,1,17
85,0,14
85,1,22
86,0,19
86,1,17
87,0,19
87,1,17
88,0,22
88,1,14
89,0,19
89,1,17
90,0,18
90,1,18
91,0,22
91,1,14
92,0,22
92,1,14
93,0,19
93,1,17
94,0,23
94,1,13
95,0,19
95,1,17
96,0,17
96,1,19
97,0,17
97,1,19
98,0,19
98,1,17
99,0,20
99,1,16
100,0,21
100,1,15
101,0,13
101,1,23
102,0,19
102,1,17
103,0,22
103,1,14
104,0,22
104,1,14
105,0,21
105,1,15
106,0,19
106,1,17
107,0,25
107,1,11
108,0,19
108,1,17
109,0,13
109,1,23
110,0,15
110,1,21
111,0,17
111,1,19
112,0,20
112,1,16
113,0,28
113,1,8
114,0,19
114,1,17
115,0,24
115,1,12
116,0,27
116,1,9
117,0,23
117,1,13
118,0,21
118,1,15
119,0,17
119,1,19
120,0,16
120,1,20
121,0,20
121,1,16
122,0,17
122,1,19
123,0,24
123,1,12
124,0,21
124,1,15
125,0,24
125,1,12
126,0,22
126,1,14
127,0,17
127,1,19
