Time Step,Cluster,Dyad Count
0,0,8
0,1,23
0,2,5
1,0,3
1,1,21
1,2,12
2,0,10
2,1,17
2,2,9
3,0,9
3,1,12
3,2,15
4,0,6
4,1,17
4,2,13
5,0,9
5,1,16
5,2,11
6,0,13
6,1,13
6,2,10
7,0,8
7,1,21
7,2,7
8,0,8
8,1,19
8,2,9
9,0,9
9,1,12
9,2,15
10,0,6
10,1,20
10,2,10
11,0,14
11,1,12
11,2,10
12,0,11
12,1,17
12,2,8
13,0,6
13,1,20
13,2,10
14,0,11
14,1,22
14,2,3
15,0,10
15,1,17
15,2,9
16,0,11
16,1,12
16,2,13
17,0,14
17,1,10
17,2,12
18,0,7
18,1,13
18,2,16
19,0,9
19,1,18
19,2,9
20,0,11
20,1,11
20,2,14
21,0,8
21,1,19
21,2,9
22,0,14
22,1,10
22,2,12
23,0,11
23,1,18
23,2,7
24,0,12
24,1,18
24,2,6
25,0,10
25,1,14
25,2,12
26,0,12
26,1,19
26,2,5
27,0,10
27,1,17
27,2,9
28,0,12
28,1,13
28,2,11
29,0,14
29,1,15
29,2,7
30,0,13
30,1,13
30,2,10
31,0,10
31,1,18
31,2,8
