Time Step,Cluster,Dyad Count
0,0,4
0,1,7
0,2,2
0,3,1
0,4,3
0,5,2
0,6,13
0,7,4
1,0,3
1,1,11
1,2,0
1,3,5
1,4,1
1,5,5
1,6,9
1,7,2
2,0,4
2,1,9
2,2,3
2,3,2
2,4,4
2,5,1
2,6,9
2,7,4
3,0,2
3,1,4
3,2,7
3,3,7
3,4,1
3,5,7
3,6,6
3,7,2
4,0,1
4,1,9
4,2,0
4,3,7
4,4,4
4,5,5
4,6,6
4,7,4
5,0,5
5,1,7
5,2,3
5,3,4
5,4,3
5,5,4
5,6,9
5,7,1
6,0,8
6,1,6
6,2,1
6,3,3
6,4,5
6,5,7
6,6,4
6,7,2
7,0,3
7,1,6
7,2,4
7,3,4
7,4,3
7,5,1
7,6,12
7,7,3
8,0,5
8,1,5
8,2,4
8,3,2
8,4,2
8,5,4
8,6,7
8,7,7
9,0,6
9,1,4
9,2,3
9,3,6
9,4,2
9,5,8
9,6,5
9,7,2
10,0,2
10,1,6
10,2,2
10,3,4
10,4,3
10,5,7
10,6,8
10,7,4
11,0,1
11,1,6
11,2,6
11,3,3
11,4,3
11,5,7
11,6,3
11,7,7
12,0,3
12,1,3
12,2,7
12,3,2
12,4,5
12,5,0
12,6,6
12,7,10
13,0,4
13,1,8
13,2,4
13,3,4
13,4,1
13,5,3
13,6,7
13,7,5
14,0,4
14,1,7
14,2,3
14,3,0
14,4,4
14,5,5
14,6,9
14,7,4
15,0,0
15,1,10
15,2,7
15,3,2
15,4,3
15,5,5
15,6,4
15,7,5
16,0,3
16,1,8
16,2,5
16,3,5
16,4,0
16,5,5
16,6,6
16,7,4
17,0,3
17,1,7
17,2,3
17,3,5
17,4,1
17,5,7
17,6,4
17,7,6
18,0,4
18,1,6
18,2,3
18,3,5
18,4,1
18,5,4
18,6,6
18,7,7
19,0,3
19,1,5
19,2,2
19,3,5
19,4,4
19,5,6
19,6,2
19,7,9
20,0,4
20,1,3
20,2,6
20,3,5
20,4,4
20,5,5
20,6,5
20,7,4
21,0,3
21,1,4
21,2,2
21,3,4
21,4,3
21,5,8
21,6,6
21,7,6
22,0,9
22,1,6
22,2,5
22,3,4
22,4,2
22,5,5
22,6,2
22,7,3
23,0,3
23,1,6
23,2,2
23,3,5
23,4,3
23,5,4
23,6,6
23,7,7
24,0,6
24,1,7
24,2,3
24,3,3
24,4,5
24,5,3
24,6,7
24,7,2
25,0,6
25,1,2
25,2,4
25,3,4
25,4,5
25,5,8
25,6,5
25,7,2
26,0,4
26,1,8
26,2,3
26,3,2
26,4,4
26,5,4
26,6,5
26,7,6
27,0,4
27,1,3
27,2,3
27,3,2
27,4,5
27,5,6
27,6,4
27,7,9
28,0,6
28,1,7
28,2,4
28,3,6
28,4,2
28,5,5
28,6,3
28,7,3
29,0,6
29,1,8
29,2,9
29,3,2
29,4,2
29,5,2
29,6,2
29,7,5
30,0,5
30,1,3
30,2,6
30,3,4
30,4,3
30,5,4
30,6,4
30,7,7
31,0,2
31,1,9
31,2,5
31,3,4
31,4,3
31,5,2
31,6,5
31,7,6
