Time Step,Cluster,Dyad Count
0,0,4
0,1,14
0,2,1
0,3,2
0,4,8
0,5,3
0,6,4
1,0,2
1,1,11
1,2,5
1,3,4
1,4,7
1,5,0
1,6,7
2,0,8
2,1,3
2,2,2
2,3,1
2,4,13
2,5,3
2,6,6
3,0,4
3,1,5
3,2,8
3,3,3
3,4,4
3,5,7
3,6,5
4,0,1
4,1,7
4,2,5
4,3,4
4,4,9
4,5,3
4,6,7
5,0,8
5,1,8
5,2,1
5,3,3
5,4,6
5,5,4
5,6,6
6,0,9
6,1,6
6,2,4
6,3,3
6,4,6
6,5,3
6,6,5
7,0,4
7,1,10
7,2,3
7,3,2
7,4,10
7,5,5
7,6,2
8,0,4
8,1,7
8,2,4
8,3,3
8,4,10
8,5,4
8,6,4
9,0,3
9,1,3
9,2,3
9,3,2
9,4,4
9,5,11
9,6,10
10,0,4
10,1,7
10,2,4
10,3,5
10,4,8
10,5,2
10,6,6
11,0,12
11,1,3
11,2,1
11,3,11
11,4,3
11,5,3
11,6,3
12,0,9
12,1,4
12,2,1
12,3,5
12,4,7
12,5,4
12,6,6
13,0,5
13,1,8
13,2,3
13,3,6
13,4,9
13,5,2
13,6,3
14,0,5
14,1,7
14,2,0
14,3,5
14,4,10
14,5,6
14,6,3
15,0,6
15,1,6
15,2,1
15,3,4
15,4,7
15,5,6
15,6,6
16,0,7
16,1,4
16,2,4
16,3,6
16,4,7
16,5,3
16,6,5
17,0,9
17,1,4
17,2,3
17,3,3
17,4,3
17,5,6
17,6,8
18,0,5
18,1,2
18,2,5
18,3,7
18,4,7
18,5,3
18,6,7
19,0,2
19,1,6
19,2,5
19,3,9
19,4,5
19,5,3
19,6,6
20,0,6
20,1,5
20,2,6
20,3,6
20,4,6
20,5,2
20,6,5
21,0,4
21,1,6
21,2,4
21,3,10
21,4,6
21,5,1
21,6,5
22,0,5
22,1,8
22,2,2
22,3,2
22,4,2
22,5,9
22,6,8
23,0,4
23,1,6
23,2,3
23,3,9
23,4,8
23,5,5
23,6,1
24,0,9
24,1,7
24,2,1
24,3,2
24,4,8
24,5,5
24,6,4
25,0,6
25,1,5
25,2,2
25,3,2
25,4,6
25,5,9
25,6,6
26,0,8
26,1,6
26,2,1
26,3,6
26,4,7
26,5,3
26,6,5
27,0,5
27,1,6
27,2,2
27,3,7
27,4,5
27,5,5
27,6,6
28,0,7
28,1,7
28,2,5
28,3,1
28,4,4
28,5,7
28,6,5
29,0,11
29,1,6
29,2,2
29,3,4
29,4,5
29,5,5
29,6,3
30,0,10
30,1,3
30,2,3
30,3,5
30,4,4
30,5,4
30,6,7
31,0,7
31,1,8
31,2,5
31,3,6
31,4,5
31,5,2
31,6,3
