Time Step,Cluster,Dyad Count
0,0,3
0,1,4
0,2,8
0,3,8
0,4,9
0,5,4
1,0,4
1,1,4
1,2,6
1,3,6
1,4,11
1,5,5
2,0,3
2,1,5
2,2,10
2,3,4
2,4,9
2,5,5
3,0,4
3,1,5
3,2,7
3,3,4
3,4,10
3,5,6
4,0,6
4,1,3
4,2,4
4,3,5
4,4,14
4,5,4
5,0,3
5,1,4
5,2,9
5,3,4
5,4,10
5,5,6
6,0,7
6,1,1
6,2,4
6,3,5
6,4,14
6,5,5
7,0,1
7,1,4
7,2,4
7,3,7
7,4,15
7,5,5
8,0,4
8,1,3
8,2,5
8,3,7
8,4,15
8,5,2
9,0,2
9,1,2
9,2,14
9,3,0
9,4,9
9,5,9
10,0,7
10,1,3
10,2,5
10,3,6
10,4,8
10,5,7
11,0,4
11,1,5
11,2,8
11,3,7
11,4,9
11,5,3
12,0,7
12,1,3
12,2,5
12,3,3
12,4,8
12,5,10
13,0,3
13,1,6
13,2,4
13,3,8
13,4,8
13,5,7
14,0,3
14,1,4
14,2,4
14,3,9
14,4,11
14,5,5
15,0,5
15,1,8
15,2,3
15,3,7
15,4,7
15,5,6
16,0,4
16,1,5
16,2,5
16,3,5
16,4,10
16,5,7
17,0,4
17,1,7
17,2,2
17,3,8
17,4,9
17,5,6
18,0,5
18,1,5
18,2,4
18,3,9
18,4,8
18,5,5
19,0,7
19,1,3
19,2,4
19,3,4
19,4,12
19,5,6
20,0,3
20,1,5
20,2,4
20,3,5
20,4,13
20,5,6
21,0,5
21,1,6
21,2,2
21,3,5
21,4,13
21,5,5
22,0,4
22,1,6
22,2,4
22,3,6
22,4,10
22,5,6
23,0,6
23,1,5
23,2,5
23,3,2
23,4,13
23,5,5
24,0,6
24,1,6
24,2,5
24,3,4
24,4,7
24,5,8
25,0,5
25,1,6
25,2,3
25,3,7
25,4,5
25,5,10
26,0,5
26,1,4
26,2,8
26,3,7
26,4,9
26,5,3
27,0,6
27,1,5
27,2,2
27,3,5
27,4,9
27,5,9
28,0,5
28,1,6
28,2,3
28,3,6
28,4,8
28,5,8
29,0,2
29,1,9
29,2,7
29,3,7
29,4,7
29,5,4
30,0,4
30,1,4
30,2,3
30,3,6
30,4,10
30,5,9
31,0,8
31,1,3
31,2,4
31,3,7
31,4,10
31,5,4
32,0,5
32,1,11
32,2,6
32,3,3
32,4,8
32,5,3
33,0,6
33,1,6
33,2,6
33,3,4
33,4,10
33,5,4
34,0,5
34,1,2
34,2,9
34,3,8
34,4,6
34,5,6
35,0,5
35,1,5
35,2,7
35,3,8
35,4,9
35,5,2
36,0,2
36,1,7
36,2,8
36,3,9
36,4,6
36,5,4
37,0,7
37,1,6
37,2,5
37,3,4
37,4,6
37,5,8
38,0,5
38,1,3
38,2,4
38,3,7
38,4,9
38,5,8
39,0,5
39,1,8
39,2,8
39,3,4
39,4,7
39,5,4
40,0,7
40,1,7
40,2,6
40,3,2
40,4,9
40,5,5
41,0,8
41,1,2
41,2,6
41,3,7
41,4,7
41,5,6
42,0,7
42,1,5
42,2,7
42,3,2
42,4,7
42,5,8
43,0,6
43,1,8
43,2,4
43,3,6
43,4,10
43,5,2
44,0,9
44,1,6
44,2,3
44,3,3
44,4,6
44,5,9
45,0,5
45,1,5
45,2,4
45,3,7
45,4,8
45,5,7
46,0,6
46,1,6
46,2,4
46,3,7
46,4,7
46,5,6
47,0,3
47,1,8
47,2,3
47,3,10
47,4,10
47,5,2
48,0,3
48,1,9
48,2,3
48,3,6
48,4,10
48,5,5
49,0,4
49,1,5
49,2,3
49,3,5
49,4,11
49,5,8
50,0,5
50,1,2
50,2,4
50,3,8
50,4,10
50,5,7
51,0,6
51,1,8
51,2,5
51,3,5
51,4,6
51,5,6
52,0,2
52,1,3
52,2,4
52,3,7
52,4,13
52,5,7
53,0,9
53,1,2
53,2,7
53,3,4
53,4,7
53,5,7
54,0,8
54,1,4
54,2,9
54,3,1
54,4,10
54,5,4
55,0,8
55,1,7
55,2,4
55,3,2
55,4,9
55,5,6
56,0,1
56,1,5
56,2,8
56,3,7
56,4,10
56,5,5
57,0,2
57,1,6
57,2,6
57,3,5
57,4,11
57,5,6
58,0,8
58,1,5
58,2,4
58,3,5
58,4,9
58,5,5
59,0,5
59,1,9
59,2,7
59,3,7
59,4,4
59,5,4
60,0,7
60,1,8
60,2,2
60,3,4
60,4,10
60,5,5
61,0,5
61,1,4
61,2,2
61,3,6
61,4,9
61,5,10
62,0,6
62,1,11
62,2,2
62,3,6
